Host 10.38.14.243 not found in /home/amcclab/.ssh/known_hosts
search_board_type Mt.Jade
./sshpass -p amcc1234 ssh -o StrictHostKeyChecking=no -t amcclab@10.38.175.31 'ipmitool -H 10.38.14.243 -U ADMIN -P ADMIN -I lanplus -z 0x7fff  sensor list all'
Pseudo-terminal will not be allocated because stdin is not a terminal.
Setting large buffer to 32767
Event_log        | 0x0        | discrete   | 0x1080| na        | na        | na        | na        | na        | na        
S0_DIMM_VR1_Pwr  | 0.000      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_DIMM_VR2_Pwr  | 0.000      | Watts      | ok    | na        | na        | na        | na        | 79.950    | na        
S0_SoC_Error     | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_PCIE_Status   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_0V8_VDDC_SOC  | 0.000      | Volts      | nr    | 0.560     | na        | na        | na        | 0.960     | na        
S1_0V75_PCP      | 0.000      | Volts      | nr    | 0.504     | na        | na        | na        | 1.323     | na        
S1_1V2_VDDQ0123  | 0.000      | Volts      | nr    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT0123   | 0.000      | Volts      | nr    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP0123   | 0.000      | Volts      | nr    | 1.755     | na        | na        | na        | 3.000     | na        
S1_1V2_VDDQ4567  | 0.000      | Volts      | nr    | 0.840     | na        | na        | na        | 1.442     | na        
S1_0V6_VTT4567   | 0.000      | Volts      | nr    | 0.420     | na        | na        | na        | 0.720     | na        
S1_2V5_VPP4567   | 0.000      | Volts      | nr    | 1.755     | na        | na        | na        | 3.000     | na        
S1_0V85_RCA      | 0.000      | Volts      | nr    | 0.630     | na        | na        | na        | 1.080     | na        
S1_1V8_VDDH      | 0.000      | Volts      | nr    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V5_VDDH      | 0.000      | Volts      | nr    | 1.053     | na        | na        | na        | 1.800     | na        
S1_1V8_SOC       | 0.000      | Volts      | nr    | 1.265     | na        | na        | na        | 2.156     | na        
S1_1V8_PCP       | 0.000      | Volts      | nr    | 1.265     | na        | na        | na        | 2.156     | na        
S1_3V3_SOC       | 0.000      | Volts      | nr    | 2.320     | na        | na        | na        | 3.960     | na        
3V3_SB           | 3.280      | Volts      | ok    | 2.320     | na        | na        | na        | 3.960     | na        
VBAT_RTC         | 2.826      | Volts      | ok    | 2.106     | na        | na        | na        | 3.564     | na        
S1_ACPI_State    | na         | discrete   | na    | na        | na        | na        | na        | na        | na        
S1_DIMM_VRD_Temp | na         | degrees C  | na    | na        | na        | na        | na        | 105.000   | na        
S1_Core_VRD_Temp | na         | degrees C  | na    | na        | na        | na        | na        | 105.000   | na        
S1_DIMM_VR2_Pwr  | na         | Watts      | na    | na        | na        | na        | na        | 79.950    | na        
S1_DIMM_DDR_Volt | na         | Volts      | na    | na        | na        | na        | na        | na        | na        
S1_MEM_Pwr       | na         | Watts      | na    | na        | na        | na        | na        | na        | na        
S1_DIMM_VR1_Pwr  | na         | Watts      | na    | na        | na        | na        | na        | 79.950    | na        
S1_SoC_Error     | na         | discrete   | na    | na        | na        | na        | na        | na        | na        
S1_SOC_VRD_Temp  | na         | degrees C  | na    | na        | na        | na        | na        | 105.000   | na        
S1_DIMM_VR1_Volt | na         | Volts      | na    | 1.141     | na        | na        | na        | 1.260     | na        
S1_DIMM_VR2_Volt | na         | Volts      | na    | 1.141     | na        | na        | na        | 1.260     | na        
S1_SOC_Temp      | na         | degrees C  | na    | na        | na        | na        | na        | 105.000   | na        
S1_PCIE_Status   | na         | discrete   | na    | na        | na        | na        | na        | na        | na        
S1_CPU_Pwr       | na         | Watts      | na    | na        | na        | na        | na        | 500.000   | na        
S1_CPU_VCORE     | na         | Volts      | na    | 0.720     | na        | na        | na        | 1.120     | na        
S1_Memory_Status | na         | discrete   | na    | na        | na        | na        | na        | na        | na        
S1_DIMMG0_Temp   | na         | degrees C  | na    | na        | na        | na        | na        | 85.000    | na        
S1_CPU_PROC_HOT  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_1_Speed     | 14500.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
ChassisIntrusion | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S0_CPU_Status    | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
S1_CPU_Status    | na         | discrete   | na    | na        | na        | na        | na        | na        | na        
FAN3_2_Failure   | 0x0        | discrete   | 0x0280| na        | na        | na        | na        | na        | na        
FAN3_2_Speed     | 0.000      | RPM        | nr    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN3_2_Presence  | 0x0        | discrete   | 0x0180| na        | na        | na        | na        | na        | na        
FAN4_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN4_2_Speed     | 14100.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN4_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_2_Speed     | 13800.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN5_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_2_Speed     | 13900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN6_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Speed     | 14700.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_1_Speed     | 15000.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN6_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Speed     | 13700.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_1_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_2_Speed     | 13900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN7_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN5_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_1_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN7_1_Speed     | 14900.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
FAN8_2_Presence  | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN8_2_Failure   | 0x0        | discrete   | 0x0080| na        | na        | na        | na        | na        | na        
FAN6_1_Speed     | 15100.000  | RPM        | ok    | 500.000   | na        | na        | na        | na        | 23100.000 
PSU1_POUT        | 224.000    | Watts      | ok    | na        | na        | na        | na        | na        | na        
PSU1_TEMP        | 35.000     | degrees C  | ok    | na        | na        | na        | na        | 64.000    | na        
PSU1_FAN_SPEED   | 3200.000   | RPM        | ok    | na        | na        | na        | na        | 20300.000 | na        
PSU2_FAN_SPEED   | na         | RPM        | na    | na        | na        | na        | na        | 20300.000 | na        
PSU2_TEMP        | na         | degrees C  | na    | na        | na        | na        | na        | 64.000    | na        
PSU2_POUT        | na         | Watts      | na    | na        | na        | na        | na        | na        | na        
Total_Power      | na         | Watts      | na    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Pwr    | na         | Watts      | na    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Temp   | na         | degrees C  | na    | na        | na        | na        | na        | na        | na        
S1_RCA_VR_Volt   | na         | Volts      | na    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Volt   | 0.896      | Volts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Pwr    | 0.800      | Watts      | ok    | na        | na        | na        | na        | na        | na        
S0_RCA_VR_Temp   | 36.000     | degrees C  | ok    | na        | na        | na        | na        | na        | na        
